"REF_DATE","GEO","DGUID","Type of currency","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-03-31","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1970","","","","4"
"2023-04-01","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-04-02","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-04-03","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1953","","","","4"
"2023-04-04","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1954","","","","4"
"2023-04-05","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1956","","","","4"
"2023-04-06","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1960","","","","4"
"2023-04-07","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-04-08","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-04-09","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-04-10","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1966","","","","4"
"2023-04-11","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1958","","","","4"
"2023-04-12","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1956","","","","4"
"2023-04-13","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1945","","","","4"
"2023-04-14","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1946","","","","4"
"2023-04-15","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-04-16","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-04-17","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1948","","","","4"
"2023-04-18","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1947","","","","4"
"2023-04-19","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1952","","","","4"
"2023-04-20","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1959","","","","4"
"2023-04-21","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1964","","","","4"
"2023-04-22","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-04-23","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-04-24","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1964","","","","4"
"2023-04-25","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1966","","","","4"
"2023-04-26","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1967","","","","4"
"2023-04-27","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1966","","","","4"
"2023-04-28","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1964","","","","4"
"2023-04-29","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-04-30","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-05-01","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1960","","","","4"
"2023-05-02","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1970","","","","4"
"2023-05-03","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1970","","","","4"
"2023-05-04","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1963","","","","4"
"2023-05-05","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1942","","","","4"
"2023-05-06","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-05-07","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-05-08","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1931","","","","4"
"2023-05-09","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1935","","","","4"
"2023-05-10","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1930","","","","4"
"2023-05-11","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1940","","","","4"
"2023-05-12","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1946","","","","4"
"2023-05-13","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-05-14","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-05-15","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1940","","","","4"
"2023-05-16","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1929","","","","4"
"2023-05-17","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1924","","","","4"
"2023-05-18","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1919","","","","4"
"2023-05-19","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1926","","","","4"
"2023-05-20","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-05-21","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-05-22","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-05-23","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1915","","","","4"
"2023-05-24","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1925","","","","4"
"2023-05-25","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1926","","","","4"
"2023-05-26","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1929","","","","4"
"2023-05-27","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-05-28","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-05-29","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1922","","","","4"
"2023-05-30","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1921","","","","4"
"2023-05-31","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1913","","","","4"
"2023-06-01","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1899","","","","4"
"2023-06-02","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1897","","","","4"
"2023-06-03","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-06-04","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-06-05","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1890","","","","4"
"2023-06-06","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1885","","","","4"
"2023-06-07","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1878","","","","4"
"2023-06-08","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1877","","","","4"
"2023-06-09","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1871","","","","4"
"2023-06-10","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-06-11","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-06-12","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1871","","","","4"
"2023-06-13","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1860","","","","4"
"2023-06-14","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1859","","","","4"
"2023-06-15","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1857","","","","4"
"2023-06-16","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1852","","","","4"
"2023-06-17","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-06-18","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-06-19","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1844","","","","4"
"2023-06-20","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1844","","","","4"
"2023-06-21","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1836","","","","4"
"2023-06-22","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1833","","","","4"
"2023-06-23","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1838","","","","4"
"2023-06-24","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-06-25","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-06-26","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1817","","","","4"
"2023-06-27","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1825","","","","4"
"2023-06-28","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1829","","","","4"
"2023-06-29","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1828","","","","4"
"2023-06-30","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1825","","","","4"
"2023-07-01","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-07-02","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-07-03","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-07-04","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1832","","","","4"
"2023-07-05","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1832","","","","4"
"2023-07-06","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1841","","","","4"
"2023-07-07","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1840","","","","4"
"2023-07-08","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-07-09","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-07-10","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1836","","","","4"
"2023-07-11","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1839","","","","4"
"2023-07-12","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1839","","","","4"
"2023-07-13","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1835","","","","4"
"2023-07-14","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1846","","","","4"
"2023-07-15","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-07-16","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-07-17","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1839","","","","4"
"2023-07-18","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1837","","","","4"
"2023-07-19","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1823","","","","4"
"2023-07-20","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1836","","","","4"
"2023-07-21","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1839","","","","4"
"2023-07-22","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-07-23","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-07-24","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1833","","","","4"
"2023-07-25","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1847","","","","4"
"2023-07-26","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1849","","","","4"
"2023-07-27","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1841","","","","4"
"2023-07-28","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1850","","","","4"
"2023-07-29","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-07-30","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-07-31","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1844","","","","4"
"2023-08-01","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1852","","","","4"
"2023-08-02","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1855","","","","4"
"2023-08-03","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1862","","","","4"
"2023-08-04","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1862","","","","4"
"2023-08-05","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-08-06","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-08-07","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-08-08","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1864","","","","4"
"2023-08-09","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1863","","","","4"
"2023-08-10","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1859","","","","4"
"2023-08-11","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1858","","","","4"
"2023-08-12","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-08-13","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-08-14","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1854","","","","4"
"2023-08-15","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1851","","","","4"
"2023-08-16","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1852","","","","4"
"2023-08-17","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1855","","","","4"
"2023-08-18","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1860","","","","4"
"2023-08-19","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-08-20","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-08-21","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1859","","","","4"
"2023-08-22","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1857","","","","4"
"2023-08-23","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1861","","","","4"
"2023-08-24","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1863","","","","4"
"2023-08-25","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1867","","","","4"
"2023-08-26","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-08-27","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-08-28","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1865","","","","4"
"2023-08-29","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1866","","","","4"
"2023-08-30","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1858","","","","4"
"2023-08-31","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1864","","","","4"
"2023-09-01","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1871","","","","4"
"2023-09-02","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-09-03","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-09-04","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-09-05","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1866","","","","4"
"2023-09-06","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1867","","","","4"
"2023-09-07","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1866","","","","4"
"2023-09-08","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1856","","","","4"
"2023-09-09","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-09-10","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-09-11","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1863","","","","4"
"2023-09-12","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1859","","","","4"
"2023-09-13","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1863","","","","4"
"2023-09-14","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1857","","","","4"
"2023-09-15","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1859","","","","4"
"2023-09-16","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-09-17","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-09-18","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1850","","","","4"
"2023-09-19","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1840","","","","4"
"2023-09-20","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1841","","","","4"
"2023-09-21","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1845","","","","4"
"2023-09-22","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1844","","","","4"
"2023-09-23","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-09-24","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-09-25","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1842","","","","4"
"2023-09-26","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1848","","","","4"
"2023-09-27","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1849","","","","4"
"2023-09-28","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1848","","","","4"
"2023-09-29","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1852","","","","4"
"2023-09-30","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-10-01","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-10-02","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-10-03","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1878","","","","4"
"2023-10-04","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1882","","","","4"
"2023-10-05","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1881","","","","4"
"2023-10-06","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1874","","","","4"
"2023-10-07","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-10-08","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-10-09","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-10-10","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1863","","","","4"
"2023-10-11","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1863","","","","4"
"2023-10-12","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1870","","","","4"
"2023-10-13","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1870","","","","4"
"2023-10-14","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-10-15","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-10-16","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1863","","","","4"
"2023-10-17","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1866","","","","4"
"2023-10-18","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1871","","","","4"
"2023-10-19","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1875","","","","4"
"2023-10-20","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1872","","","","4"
"2023-10-21","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-10-22","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-10-23","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1872","","","","4"
"2023-10-24","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1878","","","","4"
"2023-10-25","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1884","","","","4"
"2023-10-26","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1890","","","","4"
"2023-10-27","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1894","","","","4"
"2023-10-28","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-10-29","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-10-30","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1891","","","","4"
"2023-10-31","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1896","","","","4"
"2023-11-01","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1896","","","","4"
"2023-11-02","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1883","","","","4"
"2023-11-03","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1873","","","","4"
"2023-11-04","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-11-05","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","","..","","","4"
"2023-11-06","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1881","","","","4"
"2023-11-07","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1890","","","","4"
"2023-11-08","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1895","","","","4"
"2023-11-09","Canada","2016A000011124","Chinese renminbi, daily average","Dollars","81","units","0","v111666226","1.3","0.1892","","","","4"
